shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
shp_2_0_1,38.666216,-9.179967,0,0
shp_2_0_1,38.666359,-9.179634,1,33.023758818455129
shp_2_0_1,38.666455,-9.179405,2,55.613577695250818
shp_2_0_1,38.666533,-9.179222,3,73.624286953480748
shp_2_0_1,38.667059,-9.177991,4,195.494229045589719
shp_2_0_1,38.667267,-9.177513,5,242.990908697649104
shp_2_0_1,38.667421,-9.177150,6,278.885718431586668
shp_2_0_1,38.667552,-9.176892,7,305.642582911951479
shp_2_0_1,38.667636,-9.176762,8,320.293183745015995
shp_2_0_1,38.667809,-9.176560,9,346.237508588290098
shp_2_0_1,38.667949,-9.176423,10,365.841064121242027
shp_2_0_1,38.668059,-9.176298,11,382.249178033356145
shp_2_0_1,38.668100,-9.176230,12,389.701320792634135
shp_2_0_1,38.668131,-9.176166,13,396.203617874523786
shp_2_0_1,38.668145,-9.176112,14,401.218785137540408
shp_2_0_1,38.668147,-9.176046,15,406.933948038376229
shp_2_0_1,38.668139,-9.175973,16,413.309144520698908
shp_2_0_1,38.668121,-9.175872,17,422.343757192437636
shp_2_0_1,38.668092,-9.175749,18,433.475649001332158
shp_2_0_1,38.668071,-9.175652,19,442.209435152379911
shp_2_0_1,38.668045,-9.175535,20,452.727540968599214
shp_2_0_1,38.668031,-9.175444,21,460.846336630063661
shp_2_0_1,38.668031,-9.175340,22,469.814701921115670
shp_2_0_1,38.668032,-9.175295,23,473.786302994689436
shp_2_0_1,38.668036,-9.175242,24,478.357369947212987
shp_2_0_1,38.668042,-9.175192,25,482.722430955169159
shp_2_0_1,38.668049,-9.175150,26,486.529679363995115
shp_2_0_1,38.668060,-9.175090,27,491.826914582168854
shp_2_0_1,38.668197,-9.174389,28,554.567428150450610
shp_2_0_1,38.668885,-9.170477,29,902.767907908192456
shp_2_0_1,38.668894,-9.170429,30,906.965924778094632
shp_2_0_1,38.668936,-9.170144,31,932.196850758991332
shp_2_0_1,38.669001,-9.169816,32,961.581439200467798
shp_2_0_1,38.669022,-9.169722,33,970.027224967088955
shp_2_0_1,38.669044,-9.169648,34,976.898108284983891
shp_2_0_1,38.669067,-9.169586,35,982.927315792947070
shp_2_0_1,38.669100,-9.169519,36,989.742988439651754
shp_2_0_1,38.669127,-9.169459,37,995.819041127399259
shp_2_0_1,38.669261,-9.169246,38,1019.497859569241655
shp_2_0_1,38.669327,-9.169097,39,1034.431596168435362
shp_2_0_1,38.669389,-9.168946,40,1049.184244364253118
shp_2_0_1,38.669426,-9.168845,41,1058.860601842874303
shp_2_0_1,38.669441,-9.168791,42,1063.916985928356326
shp_2_0_1,38.669451,-9.168736,43,1068.777393393479770
shp_2_0_1,38.669458,-9.168677,44,1073.954377170674434
shp_2_0_1,38.669458,-9.168605,45,1080.196950084311538
shp_2_0_1,38.669452,-9.168410,46,1097.141698125694120
shp_2_0_1,38.669446,-9.168240,47,1111.932968450504632
shp_2_0_1,38.669444,-9.168080,48,1125.816191476907306
shp_2_0_1,38.669448,-9.167924,49,1139.313850629257104
shp_2_0_1,38.669458,-9.167729,50,1156.299170590208632
shp_2_0_1,38.669467,-9.167556,51,1171.377106803890911
shp_2_0_1,38.669473,-9.167454,52,1180.250541104065860
shp_2_0_1,38.669505,-9.166843,53,1233.468428712136529
shp_2_0_1,38.669509,-9.166759,54,1240.687300405971200
shp_2_0_1,38.669519,-9.166588,55,1255.603622371633492
shp_2_0_1,38.669518,-9.166503,56,1263.017894554197483
shp_2_0_1,38.669512,-9.166428,57,1269.563319415450223
shp_2_0_1,38.669491,-9.166333,58,1278.145132291229174
shp_2_0_1,38.669456,-9.166220,59,1288.662809263319105
shp_2_0_1,38.669421,-9.166146,60,1296.164602602402965
shp_2_0_1,38.669366,-9.166053,61,1306.335146092598961
shp_2_0_1,38.669314,-9.165981,62,1314.782974926359657
shp_2_0_1,38.669276,-9.165942,63,1320.259479584471592
shp_2_0_1,38.669213,-9.165898,64,1328.209312129718228
shp_2_0_1,38.669120,-9.165854,65,1339.197606862123166
shp_2_0_1,38.669068,-9.165836,66,1345.248491821034349
shp_2_0_1,38.668976,-9.165811,67,1355.657213167866303
shp_2_0_1,38.668739,-9.165796,68,1382.088357990880013
shp_2_0_1,38.668540,-9.165828,69,1404.356776319694973
shp_2_0_1,38.668418,-9.165839,70,1417.958656581502510
shp_2_0_1,38.668341,-9.165857,71,1426.663691595878163
shp_2_0_1,38.668283,-9.165852,72,1433.137533510044705
shp_2_0_1,38.668208,-9.165845,73,1441.502526506540562
shp_2_0_1,38.668155,-9.165836,74,1447.448660077748627
shp_2_0_1,38.668095,-9.165799,75,1454.879699925388650
shp_2_0_1,38.668052,-9.165765,76,1460.481184616233350
shp_2_0_1,38.667977,-9.165688,77,1471.181727227813326
shp_2_0_1,38.667923,-9.165610,78,1480.256291393661513
shp_2_0_1,38.667887,-9.165516,79,1489.318840172537421
shp_2_0_1,38.667775,-9.165127,80,1525.274206353804402
shp_2_0_1,38.667685,-9.164815,81,1554.180068327782692
shp_2_0_1,38.667585,-9.164469,82,1586.244521126458949
shp_2_0_1,38.667464,-9.164046,83,1625.318342989188750
shp_2_0_1,38.667398,-9.163810,84,1647.089296895289863
shp_2_0_1,38.667361,-9.163669,85,1660.050817637297769
shp_2_0_1,38.667349,-9.163615,86,1664.928287859548163
shp_2_0_1,38.667334,-9.163552,87,1670.586857603268072
shp_2_0_1,38.667306,-9.163422,88,1682.302312493930913
shp_2_0_1,38.667283,-9.163259,89,1696.656983214855018
shp_2_0_1,38.667247,-9.162939,90,1724.755821982906355
shp_2_0_1,38.667226,-9.162725,91,1743.454157450779803
shp_2_0_1,38.667202,-9.162555,92,1758.505172793526754
shp_2_0_1,38.667161,-9.162310,93,1780.232121881183502
shp_2_0_1,38.667114,-9.162087,94,1800.278293156182599
shp_2_0_1,38.667041,-9.161816,95,1825.144712059704489
shp_2_0_1,38.666962,-9.161577,96,1847.713108965104766
shp_2_0_1,38.666824,-9.161189,97,1884.753438494376951
shp_2_0_1,38.666636,-9.160663,98,1934.950836737516966
shp_2_0_1,38.666604,-9.160581,99,1942.925317608445084
shp_2_0_1,38.666574,-9.160511,100,1949.805658039493892
shp_2_0_1,38.666545,-9.160463,101,1955.116016404856282
shp_2_0_1,38.666509,-9.160409,102,1961.232124355674159
shp_2_0_1,38.666470,-9.160369,103,1966.868369257063250
shp_2_0_1,38.666436,-9.160345,104,1971.145059940745796
shp_2_0_1,38.666399,-9.160320,105,1975.832613380158591
shp_2_0_1,38.666347,-9.160296,106,1981.962391899964132
shp_2_0_1,38.666278,-9.160279,107,1989.812829319852199
shp_2_0_1,38.666206,-9.160273,108,1997.817182096108127
shp_2_0_1,38.665041,-9.160184,109,2127.531602066019332
shp_2_0_1,38.664978,-9.160178,110,2134.577132579067438
shp_2_0_1,38.664915,-9.160168,111,2141.621672041936563
shp_2_0_1,38.664844,-9.160157,112,2149.593106873656779
shp_2_0_1,38.664771,-9.160143,113,2157.826336160028404
shp_2_0_1,38.664704,-9.160127,114,2165.417357707514839
shp_2_0_1,38.664604,-9.160106,115,2176.629503797422785
shp_2_0_1,38.664534,-9.160087,116,2184.600728293210068
shp_2_0_1,38.664442,-9.160060,117,2195.102857231692269
shp_2_0_1,38.664359,-9.160028,118,2204.778754635374298
shp_2_0_1,38.664254,-9.159983,119,2217.075660755226181
shp_2_0_1,38.664151,-9.159940,120,2229.140554154084384
shp_2_0_1,38.664065,-9.159897,121,2239.382396342285119
shp_2_0_1,38.663977,-9.159851,122,2249.883952805788795
shp_2_0_1,38.663851,-9.159773,123,2265.453030482390204
shp_2_0_1,38.663793,-9.159736,124,2272.747138784382059
shp_2_0_1,38.663542,-9.159559,125,2304.581878010991659
shp_2_0_1,38.662495,-9.158787,126,2438.961123936859167
shp_2_0_1,38.661030,-9.157714,127,2626.556808914218436
shp_2_0_1,38.660875,-9.157601,128,2646.363305302269964
shp_2_0_1,38.660741,-9.157495,129,2663.934436363268105
shp_2_0_1,38.660521,-9.157333,130,2692.146724008396632
shp_2_0_1,38.660271,-9.157147,131,2724.301543886181662
shp_2_0_1,38.658565,-9.155889,132,2943.188317319729777
shp_2_0_1,38.657954,-9.155440,133,3021.520354092807793
shp_2_0_1,38.657541,-9.155136,134,3074.470486573396556
shp_2_0_1,38.657335,-9.154984,135,3100.974520787873189
shp_2_0_1,38.657128,-9.154834,136,3127.357211750413171
shp_2_0_1,38.657051,-9.154785,137,3136.923706963665609
shp_2_0_1,38.656942,-9.154720,138,3150.258053573756115
shp_2_0_1,38.656846,-9.154672,139,3161.758107927129913
shp_2_0_1,38.656724,-9.154621,140,3175.975601629083940
shp_2_0_1,38.656628,-9.154586,141,3187.114961607717305
shp_2_0_1,38.656519,-9.154554,142,3199.540751355364137
shp_2_0_1,38.656404,-9.154525,143,3212.605779015979806
shp_2_0_1,38.656111,-9.154460,144,3245.670371750778486
shp_2_0_1,38.655836,-9.154397,145,3276.681198839236913
shp_2_0_1,38.655560,-9.154334,146,3307.925343964368039
shp_2_0_1,38.655297,-9.154271,147,3337.617722348544703
shp_2_0_1,38.654688,-9.154127,148,3406.483380731120178
shp_2_0_1,38.654219,-9.154017,149,3459.498340764085242
shp_2_0_1,38.654058,-9.153984,150,3477.709682246492321
shp_2_0_1,38.653483,-9.153845,151,3542.745040729657831
shp_2_0_1,38.650962,-9.153239,152,3827.922384152560880
shp_2_0_1,38.650798,-9.153199,153,3846.470524287108674
shp_2_0_1,38.650616,-9.153164,154,3866.965391765600543
shp_2_0_1,38.650417,-9.153130,155,3889.299818252891782
shp_2_0_1,38.650260,-9.153111,156,3906.844677503757339
shp_2_0_1,38.650031,-9.153089,157,3932.342734043042128
shp_2_0_1,38.649917,-9.153080,158,3945.067471461716195
shp_2_0_1,38.649835,-9.153073,159,3954.237265899336762
shp_2_0_1,38.649675,-9.153069,160,3971.965033603070424
shp_2_0_1,38.649451,-9.153071,161,3996.872898086869554
shp_2_0_1,38.649232,-9.153079,162,4021.291141343876461
shp_2_0_1,38.648986,-9.153097,163,4048.636318481408580
shp_2_0_1,38.648849,-9.153110,164,4063.953582664456917
shp_2_0_1,38.648530,-9.153147,165,4099.560597182937272
shp_2_0_1,38.648253,-9.153179,166,4130.531768215657394
shp_2_0_1,38.647891,-9.153223,167,4170.955994613022995
shp_2_0_1,38.647694,-9.153248,168,4192.950042243109237
shp_2_0_1,38.647564,-9.153256,169,4207.357689247763119
shp_2_0_1,38.647447,-9.153259,170,4220.402769155134592
shp_2_0_1,38.647338,-9.153253,171,4232.531830148331210
shp_2_0_1,38.647236,-9.153248,172,4243.949984197343838
shp_2_0_1,38.647106,-9.153237,173,4258.424170749700352
shp_2_0_1,38.646993,-9.153221,174,4271.077785290043721
shp_2_0_1,38.646875,-9.153197,175,4284.287850580822123
shp_2_0_1,38.643861,-9.152500,176,4624.924232610242143
shp_2_0_1,38.643720,-9.152462,177,4640.863054678984554
shp_2_0_1,38.643549,-9.152406,178,4660.582123268049145
shp_2_0_1,38.643305,-9.152304,179,4689.014925473338735
shp_2_0_1,38.643132,-9.152215,180,4709.823347055546947
shp_2_0_1,38.642853,-9.152038,181,4744.410487017193191
shp_2_0_1,38.642714,-9.151952,182,4761.564191098553238
shp_2_0_1,38.642487,-9.151802,183,4789.963053464097356
shp_2_0_1,38.642222,-9.151628,184,4823.069031028623613
shp_2_0_1,38.641276,-9.151002,185,4941.494866190916582
shp_2_0_1,38.640993,-9.150815,186,4976.958533470387010
shp_2_0_1,38.640923,-9.150780,187,4985.218413757378585
shp_2_0_1,38.640867,-9.150756,188,4991.853706251891708
shp_2_0_1,38.640821,-9.150745,189,4997.052453080437772
shp_2_0_1,38.640775,-9.150743,190,5002.183922670468746
shp_2_0_1,38.640716,-9.150748,191,5008.727860065567256
shp_2_0_1,38.640645,-9.150767,192,5016.811602409909028
shp_2_0_1,38.640574,-9.150794,193,5025.074434344684050
shp_2_0_1,38.640513,-9.150847,194,5033.273696063627540
shp_2_0_1,38.639801,-9.151778,195,5146.449638730797233
shp_2_0_1,38.639772,-9.151803,196,5150.258163543579940
