shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
shp_1_0_1,38.673570,-9.166611,174,4648.748965126210351
shp_1_0_1,38.673715,-9.166568,175,4665.233811135404721
shp_1_0_1,38.673975,-9.166472,176,4695.308598123576303
shp_1_0_1,38.674245,-9.166343,177,4727.366688192196307
shp_1_0_1,38.674391,-9.166247,178,4745.684543407772253
shp_1_0_1,38.674544,-9.166143,179,4764.877515542304536
shp_1_0_1,38.675836,-9.165272,180,4927.220259009971414
shp_1_0_1,38.675909,-9.165220,181,4936.552646761630967
shp_1_0_1,38.675984,-9.165165,182,4946.098313359010717
shp_1_0_1,38.676006,-9.165146,183,4949.019833901763377
shp_1_0_1,38.676036,-9.165121,184,4953.079343919258463
shp_1_0_1,38.676068,-9.165095,185,4957.241895892443608
shp_1_0_1,38.676104,-9.165067,186,4961.933475671404267
shp_1_0_1,38.676197,-9.164977,187,4974.902125084876388
shp_1_0_1,38.676265,-9.164895,188,4985.260316457044610
shp_1_0_1,38.676319,-9.164828,189,4993.675972305582036
shp_1_0_1,38.676340,-9.164801,190,4997.006330963852633
shp_1_0_1,38.676367,-9.164767,191,5001.102568827204777
shp_1_0_1,38.676444,-9.164653,192,5014.257024597073723
shp_1_0_1,38.676485,-9.164587,193,5021.571877529414451
shp_1_0_1,38.676655,-9.164303,194,5052.638195044458371
shp_1_0_1,38.676825,-9.164019,195,5083.711229425497550
shp_1_0_1,38.676879,-9.163926,196,5093.773225524728332
shp_1_0_1,38.676924,-9.163838,197,5102.924707965521520
shp_1_0_1,38.676951,-9.163780,198,5108.813093000948356
shp_1_0_1,38.677407,-9.162711,199,5214.476724785182341
shp_1_0_1,38.677774,-9.161850,200,5299.650314994924884
shp_1_0_1,38.678293,-9.160613,201,5421.586717285699706
shp_1_0_1,38.678825,-9.159298,202,5550.110615451832928
shp_1_0_1,38.678835,-9.159270,203,5552.790127469827894
shp_1_0_1,38.678933,-9.159034,204,5575.996968265335454
shp_1_0_1,38.679295,-9.158135,205,5663.796949094968113
shp_1_0_1,38.679354,-9.157989,206,5678.160234912671513
shp_1_0_1,38.679388,-9.157906,207,5686.194042798556438
shp_1_0_1,38.679501,-9.157626,208,5713.637268724567548
shp_1_0_1,38.679636,-9.157296,209,5745.941704328062769
shp_1_0_1,38.679665,-9.157225,210,5752.889993995089753
shp_1_0_1,38.680027,-9.156372,211,5837.216963596874848
shp_1_0_1,38.680197,-9.156073,212,5869.263880242086088
shp_1_0_1,38.680216,-9.156040,213,5872.851240916430470
shp_1_0_1,38.680414,-9.155692,214,5910.210376998789798
shp_1_0_1,38.680439,-9.155647,215,5915.064294945935217
shp_1_0_1,38.681268,-9.154189,216,6071.614248493868217
shp_1_0_1,38.681609,-9.153595,217,6135.637637700994674
shp_1_0_1,38.681829,-9.153230,218,6175.638211850849984
shp_1_0_1,38.681951,-9.153034,219,6197.349567046882839
shp_1_0_1,38.682072,-9.152846,220,6218.507935030668705
shp_1_0_1,38.682244,-9.152635,221,6245.012823100289097
shp_1_0_1,38.682299,-9.152565,222,6253.645376251413836
shp_1_0_1,38.682321,-9.152535,223,6257.200644172753528
shp_1_0_1,38.682509,-9.152293,224,6286.827641643923926
shp_1_0_1,38.682696,-9.152050,225,6316.471416210342795
shp_1_0_1,38.682722,-9.152017,226,6320.536064291311050
shp_1_0_1,38.682729,-9.152008,227,6321.672989253863307
shp_1_0_1,38.682763,-9.151964,228,6326.984826076762147
shp_1_0_1,38.683087,-9.151511,229,6380.399360855343730
shp_1_0_1,38.683284,-9.151261,230,6411.144105996790131
shp_1_0_1,38.683439,-9.151063,231,6435.462965676052590
shp_1_0_1,38.683872,-9.150498,232,6504.276030230731521
shp_1_0_1,38.684080,-9.150197,233,6539.086869420001676
shp_1_0_1,38.684221,-9.149968,234,6564.403036321571562
shp_1_0_1,38.684367,-9.149713,235,6591.837477688713989
shp_1_0_1,38.684516,-9.149395,236,6624.039393374545398
shp_1_0_1,38.684608,-9.149222,237,6642.224371525974675
shp_1_0_1,38.684731,-9.148881,238,6674.814159068057961
shp_1_0_1,38.684830,-9.148530,239,6707.256048170523172
shp_1_0_1,38.684871,-9.148351,240,6723.458413355226185
shp_1_0_1,38.684934,-9.147986,241,6755.857818103251702
shp_1_0_1,38.685007,-9.147276,242,6818.052616167141423
shp_1_0_1,38.685015,-9.147184,243,6826.053407280897773
shp_1_0_1,38.685023,-9.147112,244,6832.395586637175256
shp_1_0_1,38.685028,-9.147052,245,6837.590228469804970
shp_1_0_1,38.685032,-9.147016,246,6840.793544626100811
shp_1_0_1,38.685035,-9.146988,247,6843.199342478113977
shp_1_0_1,38.685072,-9.146897,248,6852.156739477723931
shp_1_0_1,38.685120,-9.146832,249,6859.940873648112756
shp_1_0_1,38.685191,-9.146792,250,6868.592786921247352
shp_1_0_1,38.685248,-9.146775,251,6875.028836213302384
shp_1_0_1,38.685330,-9.146762,252,6884.278096079909119
shp_1_0_1,38.685353,-9.146758,253,6886.755287111063808
shp_1_0_1,38.685470,-9.146749,254,6899.834012573058317
shp_1_0_1,38.685493,-9.146748,255,6902.391885585623641
shp_1_0_1,38.685648,-9.146754,256,6919.622394906929003
shp_1_0_1,38.685769,-9.146781,257,6933.331314137975824
shp_1_0_1,38.685893,-9.146825,258,6947.606493123836117
shp_1_0_1,38.686027,-9.146891,259,6963.549175110892975
shp_1_0_1,38.686115,-9.146955,260,6974.799064011056544
shp_1_0_1,38.686613,-9.147269,261,7036.545357624112512
shp_1_0_1,38.686663,-9.147302,262,7042.773945470758918
shp_1_0_1,38.686706,-9.147325,263,7047.938436579720474
shp_1_0_1,38.686740,-9.147338,264,7051.957160943308736
shp_1_0_1,38.686774,-9.147346,265,7055.734460164302618
shp_1_0_1,38.686809,-9.147348,266,7059.686073173972545
shp_1_0_1,38.686884,-9.147354,267,7067.984436151036789
shp_1_0_1,38.686968,-9.147361,268,7077.431668864594030
shp_1_0_1,38.687220,-9.147381,269,7105.461057312202684
shp_1_0_1,38.687550,-9.147405,270,7142.171661961116115
shp_1_0_1,38.687701,-9.147416,271,7159.034637137460777
shp_1_0_1,38.687739,-9.147419,272,7163.278107839026234
