stop_id,stop_name,stop_lat,stop_lon,routes
010001,R Carlos M. Francisco 229 (Escola Monte Novo),38.754244,-8.959557,4001_0|4002_0
010002,R Carlos M. Francisco 229 (Escola Monte Novo),38.754572,-8.959615,4001_0|4002_0
010005,ALCOCHETE (R CIPRIÃO FIGUEIREDO),38.754175,-8.961806,4001_0|4002_0
010007,ALCOCHETE (R LEITE CUNHA) BIBLIOTECA,38.753196,-8.963687,4001_0|4002_0
010008,ALCOCHETE (R LEITE CUNHA) BIBLIOTECA,38.753271,-8.963504,4001_0|4002_0
010009,ALCOCHETE (AV RESTAURAÇÃO) EB MANUEL I,38.750706,-8.962749,4001_0|4002_0|4501_0|4501_1|4502_0|4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010010,ALCOCHETE (AV RESTAURAÇÃO) EB MANUEL I,38.751002,-8.962783,4001_0|4002_0|4501_0|4501_1|4502_0|4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010011,ALCOCHETE (R JOSÉ GRILO EVANGELISTA),38.748855,-8.962159,4001_0|4002_0
010012,ALCOCHETE (R JOSÉ GRILO EVANGELISTA),38.748866,-8.961929,4001_0|4002_0
010013,ALCOCHETE (R COOPERAÇÃO 27),38.748733,-8.966155,4001_0
010014,ALCOCHETE (R COOPERAÇÃO 27),38.748700,-8.965973,4001_0
010015,ALCOCHETE (R LIBERDADE) ESCOLA VALBOM,38.748758,-8.967106,4001_0
010016,ALCOCHETE (R LIBERDADE) ESCOLA VALBOM,38.749364,-8.966956,4001_0
010017,ALCOCHETE (AV D MANUEL I 25),38.750122,-8.968040,4001_0
010018,ALCOCHETE (AV D MANUEL I 25),38.749981,-8.967987,4001_0
010019,ALCOCH (AV INF D JOÃO) PRAIA MOINHOS,38.748365,-8.970791,4001_0
010021,PASSEIO CARAVELAS (FÓRUM ALCOCHETE),38.746655,-8.971506,4001_0
010023,ALCOCHETE (R 25 DE ABRIL 8),38.747993,-8.969371,4001_0
010025,ALCOCHETE (R Mª TERESA NORONHA),38.752660,-8.961294,4001_0|4002_0
010027,ALCOCHETE (R CARLOS M ROD FRANCISCO 408),38.753259,-8.958130,4001_0
010028,ALCOCHETE (R CARLOS M ROD FRANCISCO 408),38.753307,-8.958037,4001_0
010029,ALCOCHETE (R LÁPARO) SUPERMERCADO,38.751255,-8.956741,4001_0
010030,ALCOCHETE (R LÁPARO) SUPERMERCADO,38.751242,-8.956625,4001_0
010031,ALCOCHETE (R LÁPARO) ESTALEIRO MUN,38.749842,-8.953465,4001_0
010032,ALCOCHETE (R LÁPARO) ESTALEIRO MUN,38.749911,-8.953472,4001_0
010033,ALCOCHETE (R LÁPARO X R BRACIEIRA),38.748189,-8.951511,4001_0
010034,ALCOCHETE (R LÁPARO X R BRACIEIRA),38.748278,-8.951503,4001_0
010035,ALCOCHETE (LAGOA LÁPARO),38.746343,-8.948745,4001_0
010036,ALCOCHETE (LAGOA LÁPARO),38.745936,-8.948375,4001_0
010037,PQ INDUSTRIAL BATEL (R ALFAZEMAS),38.745522,-8.946050,4001_0
010038,PQ INDUSTRIAL BATEL (R ALFAZEMAS),38.745434,-8.945954,4001_0
010039,R DOS DAMASCOS,38.748707,-8.945941,4001_0
010040,R DOS DAMASCOS,38.748758,-8.945841,4001_0
010041,QUEBRADAS (SUPERMERCADO),38.751652,-8.944580,4001_0
010043,ALCOCHETE (AV BARRIS) CENTRO SAÚDE,38.748435,-8.964307,4002_0
010045,AV DOS BARRIS - PQ DESP DO VALBOM (ROT),38.745904,-8.966790,4002_0
010047,R VALE FIGUEIRA (CASAS NOVAS),38.740462,-8.960715,4002_0
010048,R VALE FIGUEIRA (CASAS NOVAS),38.740490,-8.960615,4002_0
010049,ESTR LAGOA DA CHEIA AGROPECUÁRIA,38.735205,-8.956538,4002_0
010050,ESTR LAGOA DA CHEIA AGROPECUÁRIA,38.735227,-8.956456,4002_0
010051,ESTR LAGOA DA CHEIA 610,38.732272,-8.954484,4002_0
010052,ESTR LAGOA DA CHEIA 610,38.732396,-8.954452,4002_0
010053,ESTR DOS MALMEQUERES 316,38.731476,-8.956327,4002_0
010054,ESTR DOS MALMEQUERES 316,38.731377,-8.956669,4002_0
010055,R FUTEBOL CLUBE S FRANCISCO (CERCAL),38.732838,-8.960893,4002_0|4704_0
010056,R FUTEBOL CLUBE S FRANCISCO (CERCAL),38.732718,-8.960852,4002_0|4704_0
010057,R FUTEBOL CLUBE S FRANC X R ANT ALEIXO 1,38.732284,-8.970956,4002_0|4704_0
010058,R FUTEBOL CLUBE S FRANC X R ANT ALEIXO 1,38.732255,-8.970549,4002_0|4704_0
010059,S FRANCISCO (EN 119 31),38.732385,-8.972425,4002_0|4501_0|4501_1|4510_0|4512_0|4512_1|4513_0|4706_0
010061,S FRANCISCO (PRAÇA DAS AVES DO TEJO),38.731198,-8.973869,4002_0
010062,S FRANCISCO (PRAÇA DAS AVES DO TEJO),38.731293,-8.973830,4002_0
010063,AV CORVO MARINHO URB VILLAS DO DUQUE,38.728616,-8.973287,4002_0|4510_0|4512_0|4512_1|4513_0|4706_0
010064,AV CORVO MARINHO URB VILLAS DO DUQUE,38.728807,-8.973181,4002_0|4510_0|4512_0|4512_1|4513_0|4706_0
010066,S FRANCISCO (EN 119 114),38.731723,-8.972361,4002_0|4501_0|4501_1|4510_0|4512_0|4512_1|4513_0|4706_0
010067,R FUTEBOL CLUBE S FRANCISCO (VILA AZUL),38.731588,-8.965834,4002_0|4704_0
010068,R FUTEBOL CLUBE S FRANCISCO (VILA AZUL),38.731771,-8.966098,4002_0|4704_0
010069,AV DOS BARRIS (PQ DESP DO VALBOM),38.745981,-8.966255,4002_0
010071,AV DOS BARRIS (ESCOLA SECUNDÁRIA),38.747890,-8.964495,4002_0
010073,ALCOCHETE (AV REVOLUÇÃO 43),38.752857,-8.960447,4002_0
010075,ESTR DO BREJO COMPRIDO 4307,38.688903,-8.914879,4205_0|4503_0
010077,CM1123 (QTA DA FLOR),38.695468,-8.916588,4205_0|4503_0
010079,ALCOCHETE (AV REVOLUÇÃO 86),38.753276,-8.960039,4501_0|4501_1|4502_0|4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010080,ALCOCHETE (AV REVOLUÇÃO 86),38.753388,-8.959593,4501_0|4501_1|4502_0|4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010081,ALCOCHETE (R SALINEIRO 99),38.749240,-8.965488,4501_0|4501_1|4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010082,ALCOCHETE (R SALINEIRO 99),38.749071,-8.965811,4501_0|4501_1|4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010083,VALBOM (R CERRADINHO PRAIA),38.745965,-8.968585,4501_0|4501_1|4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010084,VALBOM (R CERRADINHO PRAIA),38.746213,-8.968874,4501_0|4501_1|4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010085,AV D JOÃO II (SOIMA),38.739188,-8.970525,4501_0|4501_1|4510_0|4512_0|4512_1|4513_0|4704_0
010086,AV D JOÃO II (SOIMA),38.739504,-8.970340,4501_0|4501_1|4510_0|4512_0|4512_1|4513_0|4704_0
010087,R DA SOCIEDADE 95,38.731976,-8.975904,4501_0|4501_1
010088,R DA SOCIEDADE 95,38.732086,-8.975856,4501_0|4501_1
010089,QTA PACHECA (EM 501) X R PACHECA,38.735989,-8.981469,4501_0|4501_1|4511_0|4600_0|4703_0
010090,QTA PACHECA (EM 501) X R PACHECA,38.735783,-8.981473,4501_0|4501_1|4511_0|4600_0|4703_0
010091,EM 501 (VIAD PT VASCO GAMA) EST SERVIÇO,38.728153,-8.991644,4501_0|4501_1|4511_0|4600_0|4703_0
010092,EM 501 (VIAD PT VASCO GAMA) EST SERVIÇO,38.728098,-8.991504,4501_0|4501_1|4511_0|4600_0|4703_0
010093,SAMOUCO (EM 501) PORTO VELHO FÁB BOLOS,38.723370,-8.994983,4501_0|4501_1|4511_0|4600_0|4703_0
010094,SAMOUCO (EM 501) PORTO VELHO FÁB BOLOS,38.723261,-8.994897,4501_0|4501_1|4511_0|4600_0|4703_0
010095,SAMOUCO (EM 501) BAIRRO NOVO 210,38.722196,-8.998414,4501_0|4501_1|4511_0|4600_0|4703_0
010096,SAMOUCO (EM 501) BAIRRO NOVO 210,38.722084,-8.998532,4501_0|4501_1|4511_0|4600_0|4703_0
010097,SAMOUCO (EM 501 46),38.721525,-9.000315,4501_0|4501_1|4511_0|4600_0|4703_0
010098,SAMOUCO (EM 501 46),38.721444,-9.000258,4501_0|4501_1|4511_0|4600_0|4703_0
010107,ALCOCHETE (EM 502) VILA SOL,38.744593,-8.957867,4502_0
010108,ALCOCHETE (EM 502) VILA SOL,38.744518,-8.957680,4502_0
010109,EM 502 (ARMAZENS),38.726580,-8.939894,4502_0|4704_0
010110,EM 502 (ARMAZENS),38.726712,-8.939746,4502_0|4704_0
010111,FONTE SENHORA (R HORTAS 17),38.710779,-8.920074,4502_0|4504_0
010112,FONTE SENHORA (R HORTAS 17),38.710717,-8.920006,4502_0|4504_0|4514_0|4514_3
010113,FONTE SENHORA (R ANT RODRIGUES DIAS) FONTE,38.711488,-8.917419,4502_0|4504_0|4514_0|4514_3
010114,FONTE SENHORA (R ANT RODRIGUES DIAS) FONTE,38.711492,-8.917189,4502_0|4504_0
010115,R ANT RODRIGUES DIAS (X) EN4 (QTA MORGADO),38.707531,-8.914769,4502_0|4504_0|4514_0|4514_3
010116,R ANT RODRIGUES DIAS (X) EN4 (QTA MORGADO),38.707325,-8.914608,4502_0|4504_0
010117,EN 4 (VIV MARICATO),38.707245,-8.911405,4502_0|4504_0|4514_0|4514_1|4514_3|4515_0
010118,EN 4 (VIV MARICATO),38.707276,-8.910207,4502_0|4504_0|4514_0|4514_3|4515_0
010119,EN 4 ANTES VIADUTO A12,38.707923,-8.905727,4502_0|4504_0|4514_0|4514_1|4514_3|4515_0
010120,EN 4 ANTES VIADUTO A12,38.707814,-8.905808,4502_0|4504_0|4514_0|4514_3|4515_0
010121,R DO ACEIRO X EN 4,38.709056,-8.898717,4502_0
010122,R DO ACEIRO X EN 4,38.709301,-8.898597,4502_0
010123,R DO ACEIRO (FÁBRICA CORTIÇA),38.711581,-8.899968,4502_0
010124,R DO ACEIRO (FÁBRICA CORTIÇA),38.711717,-8.899887,4502_0
010125,R DO ACEIRO (TERROAL) QTA GUIA,38.716252,-8.902807,4502_0
010126,R DO ACEIRO (TERROAL) QTA GUIA,38.716112,-8.902556,4502_0
010129,ESTR CHARNEQUINHA X EN 5,38.675322,-8.911339,4503_0|4516_0|4516_1
010131,ESTR CHARNEQUINHA ( BRAÇO FORTE),38.672901,-8.911295,4516_0|4516_1
010133,EN 4 (PARQUE REST CARDOSO),38.708862,-8.897853,4504_0|4514_0|4514_1|4514_3|4515_0
010134,EN 4 (PARQUE REST CARDOSO),38.708691,-8.898154,4504_0|4514_0|4514_3|4515_0
010135,ALCOCHETE (AV EURO 2004) FREEPORT,38.751109,-8.942944,4510_0|4511_0|4512_0|4512_1|4513_0|4702_0|4703_0|4704_0
010136,ALCOCHETE (AV EURO 2004) FREEPORT,38.751395,-8.942829,4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010137,ALCOCHETE (AV CANTO DO PINHEIRO 698),38.753320,-8.946630,4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010138,ALCOCHETE (AV CANTO DO PINHEIRO 698),38.753445,-8.946569,4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010139,AV CANTO DO PINHEIROXR FERNANDO PESSOA,38.755532,-8.950663,4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010140,AV CANTO DO PINHEIROXR FERNANDO PESSOA,38.755596,-8.950482,4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010141,ALCOCHETE (R MARIA LAMAS LT1),38.753306,-8.955895,4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010142,ALCOCHETE (R MARIA LAMAS LT1),38.753284,-8.956831,4510_0|4511_0|4512_0|4512_1|4513_0|4600_0|4702_0|4703_0|4704_0
010143,R 25 ABRIL (EM501) X PASSEIO CARAVELAS,38.746564,-8.970576,4511_0|4600_0|4703_0
010145,EM 501 X ESTR DOS CANAVIAIS,38.742415,-8.974439,4511_0|4600_0|4703_0
010146,EM 501 X ESTR DOS CANAVIAIS,38.741912,-8.974646,4511_0|4600_0|4703_0
010147,R 25 ABRIL (EM501) X PASSEIO CARAVELAS,38.746529,-8.970179,4511_0|4600_0|4703_0
010149,EN4 X ACADEMIA SPORTING,38.715275,-8.857943,4514_0|4514_1|4514_3|4515_0
010150,EN4 X ACADEMIA SPORTING,38.715162,-8.857896,4514_0|4514_3|4515_0
010151,EN 4 (MONTE LARANJO),38.712444,-8.872805,4514_0|4514_1|4514_3|4515_0
010152,EN 4 (MONTE LARANJO),38.712388,-8.872026,4514_0|4514_3|4515_0
010153,EN 4 (RILVAS),38.710751,-8.884540,4514_0|4514_1|4514_3|4515_0
010154,EN 4 (RILVAS),38.710483,-8.884705,4514_0|4514_3|4515_0
010155,EN 4 (FÁBRICA),38.710724,-8.835418,4514_0|4514_3
010157,EN 5 (AGRO ALBUQUERQUE),38.673511,-8.902444,4516_0
010158,EN 5 (AGRO ALBUQUERQUE),38.673577,-8.901926,4516_0
010159,ALCOCHETE (ROTUNDA DO ENTRONCAMENTO),38.745733,-8.929951,4702_0|4703_0|4704_0
010161,LGO GAGO COUTINHO 5 - IGREJA MATRIZ,38.756701,-8.960425,4001_0|4002_0
010167,ROT ENTRONCAMENTO (POSTO COMBUST),38.745417,-8.930505,4702_0|4703_0|4704_0
010171,EM 502 (R CIRIO ALDEGALEGA),38.710496,-8.924652,4704_0
010173,ESTR REAL (COLEGIO PENAS),38.729163,-8.948729,4704_0
010174,ESTR REAL (COLEGIO PENAS),38.729063,-8.948770,4704_0
010175,ZONA INDUSTRIAL PASSIL,38.722679,-8.905679,4502_0
010176,SAMOUCO (R DR MANUEL CRUZ JUNIOR 23),38.720098,-8.999771,4501_0|4501_1|4511_0|4600_0|4703_0
010177,SAMOUCO (R DR MANUEL CRUZ JUNIOR 23),38.720158,-8.999639,4501_0|4501_1|4511_0|4600_0|4703_0|4705_0
010178,SAMOUCO (R QUINTA DA PRAIA),38.722820,-9.001466,4501_0|4501_1|4511_0|4600_0|4703_0|4705_0
010179,SAMOUCO (R CONDE VALLE DE REIS 10),38.723690,-9.003895,4501_0|4501_1|4511_0|4600_0|4703_0|4705_0
010180,SAMOUCO (PRAÇA JOSE COELHO 2),38.721047,-9.002773,4501_0|4501_1|4511_0|4600_0|4703_0|4705_0
020001,PRAGAL (PORTAGEM),38.673812,-9.173989,3701_0|3702_0|3703_0|3704_0|3705_0|3706_0|3708_0|3709_0|3710_0|3711_0|3715_0|3716_0|3717_0|3720_0|3721_0|4725_0|4730_0|4730_2
020002,Av. Dr. Aresta Branco (X) Pç. 9 de Julho,38.643775,-9.232744,3030_0|3708_0
020003,PRAGAL (PORTAGEM),38.674085,-9.173425,3701_0|3702_0|3703_0|3703_1|3704_0|3705_0|3706_0|3708_0|3709_0|3710_0|3711_0|3715_0|3716_0|3717_0|3720_0|3721_0|4725_0|4730_0|4730_2
020005,Costa da Caparica (Terminal) P2,38.644700,-9.241040,2652_0|3519_0
020006,Costa Caparica (Terminal P1) _,38.644800,-9.241020,3519_0
020007,Costa da Caparica (Terminal) P3,38.644300,-9.240650,3520_0
020009,ALMADA (LARGO CRISTO REI) TERMINAL,38.676490,-9.171100,3001_0
020011,ALMADA (AV CRISTO REI) NÚCLEO ÁGUA,38.679000,-9.167770,3001_0
020012,ALMADA (AV CRISTO REI) NÚCLEO ÁGUA,38.678900,-9.167800,3001_0
020013,ALMADA (AV CRISTO REI N41),38.677330,-9.167410,3001_0
020014,ALMADA (AV CRISTO REI N41),38.677430,-9.167440,3001_0
020015,ALMADA (AV CRISTO REI N17B),38.678180,-9.165260,3001_0
020017,ALMADA (LGO INF D ANTÓNIO N2),38.678700,-9.163380,3001_0
020019,ALMADA (R CAPITÃO LEITÃO N107),38.678900,-9.161190,3001_0
020021,ALMADA (R CAPITÃO LEITÃO N79),38.680500,-9.160040,3001_0
020023,ALMADA (R CAPITÃO LEITÃO N43A),38.681600,-9.159500,3001_0
020027,ALMADA (R BERNARDO FRANCISCO COSTA 73),38.682389,-9.156925,3005_0
020028,ALMADA (R BERNARDO FRANCISCO COSTA 73),38.682370,-9.156920,3001_0|3005_0
020029,ALMADA (R BERNARDO FRANCISCO COSTA 13),38.682200,-9.154490,3001_0|3005_0
020030,ALMADA (R BERNARDO FRANCISCO COSTA 13),38.682300,-9.154490,3005_0
020031,ALMADA PRAÇA GIL VICENTE 4 (ESCOLA),38.682350,-9.152090,3001_0|3003_0|3005_0|3007_0|3009_0|3011_0|3011_1|3012_0|3012_1|3013_0|3014_0|3022_0|3026_0|3026_1|3506_0|3507_0|3708_0
020033,CACILHAS AV 25 ABRIL 45C (SEG SOCIAL),38.684000,-9.150130,3001_0|3003_0|3005_0|3007_0|3009_0|3011_0|3011_1|3012_0|3012_1|3013_0|3014_0|3022_0|3506_0|3507_0|3708_0
020035,CACILHAS (AV 25 ABRIL N3A),38.684880,-9.147380,3001_0|3003_0|3005_0|3007_0|3009_0|3011_0|3011_1|3012_0|3012_1|3013_0|3014_0|3022_0|3506_0|3507_0|3708_0
020037,Cacilhas (Terminal) P5,38.687818,-9.146908,3001_0
020039,CACILHAS (AV 25 ABRIL N6),38.685060,-9.147830,3001_0|3003_0|3005_0|3007_0|3009_0|3011_0|3011_1|3012_0|3012_1|3013_0|3014_0|3022_0|3506_0|3507_0|3708_0
020041,CACILHAS (AV 25 ABRIL N30),38.684150,-9.150350,3001_0|3003_0|3005_0|3007_0|3009_0|3011_0|3011_1|3012_0|3012_1|3013_0|3014_0|3022_0|3506_0|3507_0|3708_0
020043,ALMADA (AV D AFONSO HENRIQUES 2),38.682100,-9.152960,3001_0|3005_0|3009_0|3012_0|3012_1|3014_0|3022_0|3507_0|3708_0
020045,ALMADA AV D AFONSO HENRIQUES 18 (CTT),38.681000,-9.154930,3001_0|3005_0|3009_0|3012_0|3012_1|3014_0|3022_0|3507_0|3708_0
020047,AV D NUNO ÁLV PEREIRA PÇA S J BAPTISTA,38.679750,-9.157390,3001_0|3005_0|3009_0|3012_0|3012_1|3014_0|3022_0|3507_0|3708_0
020049,ALMADA (R MENDO G SEABRA N3B),38.679530,-9.160110,3001_0|3005_0
020051,ALMADA (R MANUEL S COUTINHO N5),38.680900,-9.161660,3001_0|3005_0
020053,ALMADA (R FERNÃO LOURENÇO 45) SEMINÁRIO,38.679400,-9.164500,3005_0
020054,ALMADA (R FERNÃO LOURENÇO 45) SEMINÁRIO,38.679500,-9.164510,3001_0
020055,ALMADA (R FERNÃO LOURENÇO 57B)SEMINÁRIO,38.679060,-9.166320,3001_0
020057,ALMADA (R RAINHA D LEONOR) PARQUE URBANO,38.677300,-9.156110,3003_0|3007_0|3011_0|3011_1|3013_0|3026_0|3026_1|3506_0|3702_0|3703_0
020058,ALMADA (R RAINHA D LEONOR) PARQUE URBANO,38.677440,-9.156220,3003_0|3007_0|3011_0|3011_1|3013_0|3026_0|3026_1|3506_0
020059,ALMADA (PÇA S JOÃO BAPTISTA N3),38.679100,-9.156790,3702_0|3703_0
020061,ALMADA (AV D NUNO ÁLVARES PEREIRA 56),38.677400,-9.162870,3009_0|3012_0|3012_1|3014_0|3022_0|3507_0|3702_0|3703_0|3708_0
020063,ALMADA (R CAETANO M BATALHA N9),38.675680,-9.163800,3525_0|3702_0|3703_0
020064,ALMADA (R CAETANO M BATALHA N9),38.675720,-9.163820,3525_0|3702_0|3703_0
020065,COVA PIEDADE R LIBERDADE 56C (URPICA),38.674200,-9.161780,3026_0|3026_1|3506_0|3525_0
020066,COVA PIEDADE R LIBERDADE 56C (URPICA),38.674184,-9.161872,3013_0|3026_0|3026_1|3506_0|3525_0|3702_0|3703_0
020067,COVA PIEDADE R LIBERDADE 63 (ROTUNDA),38.672100,-9.160990,3013_0|3525_0|3702_0|3703_0
020069,COVA PIEDADE AV 23 JUL (X) ESTR BREJO,38.669000,-9.159260,3013_0|3505_0|3510_1|3511_0|3511_1|3512_0|3513_0|3513_1|3514_0|3535_0|3536_0|3605_0|3702_0|3703_0|3703_1
020071,CV PIEDADE R SAMEIRO ANTUNES FARMÁCIA,38.668050,-9.164660,3011_0|3011_1|3601_0|3702_0|3703_0|3703_1|3717_0
020072,CV PIEDADE R SAMEIRO ANTUNES FARMÁCIA,38.667830,-9.164660,3011_0|3011_1|3601_0|3701_0|3702_0|3703_0|3706_0|3708_0|3715_0|3717_0
020073,PRAGAL (AV JOSE C PIRES) ESTAÇÃO,38.666696,-9.179479,3017_0|3017_1|3024_0|3025_0
020075,AV TORRADO DA SILVA BOA ESPERANÇA,38.663823,-9.190173,3012_0|3012_1|3017_1|3024_0|3025_0|3027_0|3038_0|3504_1|3524_0|3527_0|3527_1|3528_0|3601_0
020077,COVA PIEDADE (AV 23 JULHO) POSTO COMB,38.667781,-9.159456,3013_0|3040_0|3040_1|3505_0|3508_0|3508_3|3509_0|3509_1|3510_1|3511_0|3512_0|3513_0|3513_1|3514_0|3535_0|3536_0|3605_0|3702_0|3703_0|3708_0
020079,COVA PIEDADE R COOPERATIVA PIEDENSE 71,38.670120,-9.159410,3013_0|3702_0|3703_0
020081,R LIBERDADE 51 - RINGUE POMBAL,38.673800,-9.161600,3013_0|3702_0|3703_0
020083,ALMADA (AV D NUNO ÁLVARES PEREIRA 45),38.677560,-9.162060,3009_0|3012_0|3012_1|3014_0|3022_0|3507_0|3702_0|3703_0|3708_0
020085,ALMADA (PÇA S JOÃO BAPTISTA) JUNTO CGD,38.679000,-9.157770,3702_0|3703_0
020087,FEIJÓ (ALMADA FÓRUM),38.659320,-9.173050,3704_0|3716_0
020088,FEIJÓ (ALMADA FÓRUM),38.659227,-9.173274,3003_0|3004_0|3013_0|3023_1|3502_0|3503_0|3527_0|3527_1|3528_0|3704_0|3716_0
020089,FEIJÓ (R ANTÓNIO ALEIXO N6),38.656950,-9.163000,3003_0
020090,FEIJÓ (R ANTÓNIO ALEIXO N6),38.656870,-9.163080,3003_0
020091,R ARY SANTOS 16 - C.COMERCIAL,38.658330,-9.161730,3003_0|3506_0|3517_0|3525_0|3706_0
020092,R ARY SANTOS 16 - C.COMERCIAL,38.658250,-9.161830,3003_0|3506_0|3517_0|3525_0|3706_0
020093,Bº B GONÇALVES (R ARY SANTOS 4B),38.659950,-9.161970,3003_0|3506_0|3517_0|3525_0|3706_0
020094,Bº B GONÇALVES (R ARY SANTOS 4B),38.660010,-9.162080,3003_0|3506_0|3517_0|3525_0|3706_0
020095,R AMADEU SOUSA CARDOSO (ESCOLA),38.660770,-9.163350,3003_0|3506_0
020096,R AMADEU SOUSA CARDOSO (ESCOLA),38.660900,-9.163370,3003_0|3506_0|3517_0
020097,Bº GONÇALVES R ALM NEG 4 (ESCOLA),38.662300,-9.163370,3003_0|3506_0|3525_0|3706_0
020098,Bº GONÇALVES R ALM NEG 4 (ESCOLA),38.662300,-9.163500,3003_0|3506_0
020099,COVA PIEDADE (LGO ANTERO QUENTAL 11),38.668930,-9.162220,3003_0|3011_0|3011_1|3506_0|3525_0
020100,COVA PIEDADE (LGO ANTERO QUENTAL 11),38.668900,-9.162380,3003_0|3007_0|3011_0|3011_1|3506_0|3525_0
020101,COVA PIEDADE (R CABO B ESPERANÇA 7A),38.671100,-9.160890,3003_0|3007_0|3011_0|3011_1|3525_0
020103,COVA PIEDADE (AV RAINHA D LEONOR 59),38.672070,-9.159990,3003_0|3007_0|3011_0|3011_1
020104,COVA PIEDADE (AV RAINHA D LEONOR 59),38.672150,-9.160190,3003_0|3007_0|3011_0|3011_1
020105,COVA PIEDADE (AV RAINHA D LEONOR 16),38.673900,-9.159040,3003_0|3007_0|3011_0|3011_1
020106,COVA PIEDADE (AV RAINHA D LEONOR 16),38.673910,-9.159300,3003_0|3007_0|3011_0|3011_1
020107,COVA PIEDADE (AV RAINHA D LEONOR 13),38.675980,-9.157920,3003_0|3007_0|3011_0|3011_1|3013_0|3026_0|3026_1|3506_0
020109,R D SANCHO I 23 (EXTERNATO/ C SAÚDE),38.678190,-9.153410,3003_0|3007_0|3011_0|3011_1|3013_0|3026_0|3026_1|3506_0
020110,R D SANCHO I 23 (EXTERNATO/ C SAÚDE),38.678210,-9.153550,3003_0|3007_0|3011_0|3011_1|3013_0|3026_0|3026_1|3506_0
020111,ALMADA (R D SANCHO I N25A),38.679620,-9.152940,3003_0|3007_0|3011_0|3011_1|3013_0|3026_0|3026_1|3506_0
020112,ALMADA (R D SANCHO I N25A),38.679580,-9.152820,3003_0|3007_0|3011_0|3011_1|3013_0|3026_0|3026_1|3506_0
020113,Cacilhas (Terminal) P9,38.687812,-9.147031,3003_0|3007_0|3506_0
020115,ALMADA (R D SANCHO I 2) ESCOLA CACILHAS,38.681800,-9.152470,3003_0|3007_0|3011_0|3011_1|3013_0|3026_0|3026_1|3506_0
020117,ALMADA R RAINHA D LEONOR 23 (ESCOLA),38.675520,-9.158440,3003_0|3007_0|3011_0|3011_1|3013_0|3026_0|3026_1|3506_0
020119,COVA PIEDADE (R CABO B ESPERANÇA 13),38.670930,-9.161350,3003_0|3007_0|3011_0|3011_1|3525_0
020121,FEIJÓ (CEMITÉRIO),38.656740,-9.172430,3004_0|3017_1|3040_0|3040_1|3041_1|3504_1|3704_0|3716_0
020123,VL FLORES (R V FLORES 45A) ESC PRIMÁRIA,38.653100,-9.173920,3004_0|3017_0|3023_1|3040_0|3040_1|3041_0|3502_0|3503_0|3504_0|3527_0|3528_0
020124,VL FLORES (R V FLORES 45A) ESC PRIMÁRIA,38.653130,-9.174050,3004_0|3017_1|3023_1|3040_0|3040_1|3041_1|3502_0|3503_0|3504_1|3527_0|3528_0
020125,VALE FLORES (R V FLORES 77) DESCIDA,38.651090,-9.174430,3004_0|3017_1|3023_1|3040_0|3040_1|3041_1|3502_0|3503_0|3504_1|3527_0|3528_0
020127,VALE FLORES (R V FLORES N93),38.649920,-9.172810,3004_0|3017_0|3023_1|3040_0|3040_1|3502_0|3503_0|3504_0|3527_0|3528_0
020128,VALE FLORES (R V FLORES N93),38.649880,-9.172910,3004_0|3017_1|3023_1|3040_0|3040_1|3041_1|3502_0|3503_0|3504_1|3527_0|3528_0
020129,VALE FLORES (R V FLORES) TÚNEL/ROTUNDA,38.648710,-9.171710,3004_0|3017_1|3023_1|3040_0|3040_1|3041_1|3502_0|3503_0|3504_1|3527_0|3528_0
020130,VALE FLORES (R V FLORES) TÚNEL/ROTUNDA,38.648660,-9.171550,3004_0|3017_0|3023_1|3040_0|3040_1|3041_0|3502_0|3503_0|3504_0|3527_0|3528_0
020131,VALE FLORES (R V FLORES N4),38.646800,-9.171570,3004_0|3017_0|3023_1|3040_0|3040_1|3041_0|3502_0|3503_0|3504_0|3527_0|3528_0
020132,VALE FLORES (R V FLORES N4),38.646790,-9.171720,3004_0|3017_1|3023_1|3040_0|3040_1|3041_1|3502_0|3503_0|3504_1|3527_0|3528_0
020133,VALE FLORES (R PITEIRA SANTOS 5A) Z INDUST,38.646380,-9.169364,3004_0|3040_0|3040_1|3502_0|3503_0|3527_0|3528_0
