stop_id,stop_lat,stop_lon,stop_name,imd_id
080663,38.990843,-9.240398,Lgo Espírito Sto 1 (Enxara Bispo),21748
080729,38.992763,-9.241465,R Principal 34 (Enxara Bispo),21749
080661,38.992732,-9.241301,R Principal 34 (Enxara Bispo),21750
080658,38.969200,-9.408650,Estr Fonte Boa dos Nabos 4 (Ericeira),21751
080657,38.969133,-9.408578,Estr Fonte Boa dos Nabos 4 (Ericeira),21752
080656,38.971041,-9.403126,R Gen Humberto Delgado 11,21753
080655,38.971145,-9.402922,R Gen Humberto Delgado 11,21754
080654,38.972721,-9.397676,R Do Vale Grande 4,21755
080653,38.972651,-9.397686,R Do Vale Grande 4,21756
080651,38.971479,-9.380565,Praceta Da Calçadinha Preta,21757
080652,38.971555,-9.380578,Praceta Da Calçadinha Preta,21758
080649,38.971627,-9.376129,Estr Sto Isidoro (X) Estr F Boa Nabos,21759
080650,38.971713,-9.376648,Estr Sto Isidoro (X) Estr F Boa Nabos,21760
080647,38.993062,-9.396351,Estr da Ponte 25,21761
080646,38.990664,-9.392859,Estr Principal 1 (X) R das Lombas,21762
080645,38.990790,-9.392668,Estr Principal 1 (X) R das Lombas,21763
080644,38.995207,-9.382081,Estr Principal (Pucariça),21764
080643,38.995272,-9.382116,Estr Principal (Pucariça),21765
080642,38.995211,-9.378785,Pucariça (X) Monte Godel),21766
080641,38.995273,-9.378832,Pucariça (X) Monte Godel),21767
080639,39.000044,-9.378086,R Reis 1 (Monte Godel),21768
080637,39.010149,-9.387289,Lagoa (X) Tv da Romã,21770
080636,39.027655,-9.408007,R dos Morgados 1 (Valongo),21771
080635,39.027611,-9.408065,R dos Morgados 1 (Valongo),21772
080633,39.029711,-9.368572,B da Cruz (X) Quintas,21773
080632,39.015568,-9.421701,En 247 (X) R Principal,21774
080631,39.015639,-9.421608,En 247 (X) R Principal,21775
080630,39.031822,-9.415221,En 247 (X) Praia da Calada,21776
080629,39.031929,-9.414933,En 247 (X) Praia da Calada,21777
080628,39.034817,-9.411493,En 247 (X) Galiza,21778
080627,39.034919,-9.411587,En 247 (X) Galiza,21779
080626,39.033570,-9.410047,R Sta Clara Assis (X) R Campinas,21780
080625,39.033593,-9.409957,R Sta Clara Assis (X) R Campinas,21781
080624,39.030812,-9.406420,R Sta Clara Assis (X) R N Sra Fátima,21782
080623,39.030813,-9.406551,R Sta Clara Assis (X) R N Sra Fátima,21783
080622,39.027269,-9.402282,R Sta Clara Assis (X) R Fonte de Valongo,21784
080621,39.027222,-9.402409,R Sta Clara Assis (X) R Fonte de Valongo,21785
080620,39.024992,-9.398134,R da Baixa (X) R Principal,21786
080619,39.025048,-9.398075,R da Baixa (X) R Principal,21787
080618,39.021689,-9.389544,R Rainha Sta Isabel (X) Caminho Fanga Fé,21788
080617,39.021793,-9.389584,R Rainha Sta Isabel (X) Caminho Fanga Fé,21789
080614,39.021681,-9.378446,R Principal (X) R do Norte,21792
080613,39.021585,-9.378474,R Principal (X) R do Norte,21793
080612,39.024699,-9.369155,R S Domingos Fanga da Fé (Prta Valdono),21794
080611,39.024764,-9.369020,R S Domingos Fanga da Fé (Prta Valdono),21795
080607,38.991698,-9.347450,Magancha (X) Monte Bom,21796
080606,38.990252,-9.395058,R do Bacurenha 12 (X) Sto Isidoro,21797
080605,38.990148,-9.395115,R do Bacurenha 12 (X) Sto Isidoro,21798
080604,38.986601,-9.385000,Em 620 (X) R dos Lavadouros,21799
080603,38.986525,-9.384977,Em 620 (X) R dos Lavadouros,21800
080602,38.994900,-9.304500,Em 551 (X) Monte Gordo,21801
080601,38.994900,-9.304450,Em 551 (X) Monte Gordo,21802
080600,38.992700,-9.301980,R Principal (X) Escola Primária,21803
080599,38.992800,-9.301950,R Principal (X) Escola Primária,21804
080598,38.978447,-9.304570,Largo do Lavadouro,21805
080597,38.978626,-9.304496,Largo do Lavadouro,21806
080596,38.976545,-9.308702,Estr do Codeçal (X) TV da Escola,21807
080595,38.976844,-9.308433,Estr do Codeçal (X) TV da Escola,21808
080594,38.974935,-9.306841,R Principal (X) Cabeça do Moiro,21809
080593,38.974853,-9.306980,R Principal (X) Cabeça do Moiro,21810
080592,38.968291,-9.307037,Estr Principal 22 (Codeçal),21811
080591,38.968195,-9.306973,Estr Principal 22 (Codeçal),21812
080589,38.966823,-9.306821,R Eng Segismundo Saldanha,21814
080588,38.964870,-9.303394,Codeçal (Tapada Nacional),21815
080587,38.965046,-9.303316,Codeçal (Tapada Nacional),21816
080585,39.052958,-9.372888,Casal do Rodo (X) R da Indústria,21817
080582,39.039539,-9.367527,N Nossa Sra da Nazaré 3 (Encarnação),21819
080581,39.039772,-9.367658,N Nossa Sra da Nazaré 3 (Encarnação),21820
080580,39.046965,-9.370262,Casais da Serra (X) R Serpa Pinheiro,21821
080579,39.046962,-9.370172,Casais da Serra (X) R Serpa Pinheiro,21822
080578,39.052781,-9.372726,Casal do Rodo (X) R da Indústria,21823
080577,39.052822,-9.373065,Casal do Rodo (X) R da Indústria,21824
080576,39.056606,-9.385535,Azenha Tanoeiros (X) R Poço Novo,21825
080575,39.056535,-9.385397,Azenha Tanoeiros (X) R Poço Novo,21826
080574,39.059520,-9.387250,R dos Tanoeiros 2 (Igreja),21827
080573,39.059530,-9.387132,R dos Tanoeiros 2 (Igreja),21828
080572,39.060945,-9.392893,Casal das Azenhas (X) R das Forcadas,21829
080571,39.061035,-9.392880,Casal das Azenhas (X) R das Forcadas,21830
080570,39.060489,-9.398216,Casais Areia (X) Rua Das Forcadas,21831
080569,39.060560,-9.398174,Casais Areia (X) Rua Das Forcadas,21832
080568,39.041827,-9.403074,En 247 (X) CHarneca,21833
080567,39.041900,-9.402800,En 247 (X) CHarneca,21834
080566,39.043200,-9.404650,R Principal 11 (Charneca),21835
080565,39.043200,-9.404630,R Principal 11 (Charneca),21836
080564,38.964716,-9.414414,Ericeira (X) Estr de Mafra,21837
080563,38.964850,-9.414608,Ericeira (X) Estr de Mafra,21838
080562,39.010084,-9.387146,Tv Romã (X) R do Esponjeiro,21839
080561,39.010194,-9.387093,Tv Romã (X) R do Esponjeiro,21840
080560,39.008286,-9.392099,Estr das Fontes (X) R do Arneiro,21841
080559,39.008375,-9.391985,Estr das Fontes (X) R do Arneiro,21842
080558,39.008963,-9.397774,Estr das Fontes (X) TV das Carreiras,21843
080557,39.008887,-9.397821,Estr das Fontes (X) TV das Carreiras,21844
080556,39.007854,-9.404556,Estr das Galegas (Quinta do Marvão),21845
080555,39.007947,-9.404583,Estr das Galegas (Quinta do Marvão),21846
080554,39.004932,-9.409602,Estr das Galegas 563,21847
080553,39.004895,-9.409465,Estr das Galegas 563,21848
080551,39.003877,-9.415417,Estr das Galegas (X) Estr do Albarral,21849
080552,39.003952,-9.415263,Estr das Galegas (X) Estr do Albarral,21850
080550,39.000335,-9.416443,En 247 (X) R Chão do Poço,21851
080549,39.000336,-9.416298,En 247 (X) R Chão do Poço,21852
080548,39.004992,-9.419607,En 247 47 (X) R S João,21853
080547,39.004977,-9.419442,En 247 47 (X) R S João,21854
080546,39.015691,-9.421217,En 247 (X) R Principal,21855
080545,39.015755,-9.421282,En 247 (X) R Principal,21856
080544,38.989990,-9.407509,Estr da Ribeira D' Ilhas 80,21857
080543,38.990088,-9.407529,Estr da Ribeira D' Ilhas 78,21858
080542,38.990463,-9.404380,Estr da Ribeira D' Ilhas 59,21859
080541,38.990471,-9.404161,Estr da Ribeira D' Ilhas 59,21860
080540,38.992034,-9.399414,Estr Ribeira D' Ilhas (X) Calçada Cravo,21861
080539,38.991924,-9.399483,Estr Ribeira D' Ilhas (X) Calçada Cravo,21862
080538,39.001796,-9.413212,Estr do Albarral (X) R da Cruz,21863
080537,39.002083,-9.413505,Estr do Albarral (X) R da Cruz,21864
080535,39.003996,-9.416187,Estr do Albarral 41,21865
080534,39.007223,-9.417708,En 247 37 (X) R Central,21866
080533,39.007175,-9.417477,En 247 81 (X) R Central,21867
080532,39.014050,-9.419216,En 247 (X) S Lourenço,21868
080531,39.014142,-9.419167,En 247 (X) S Lourenço,21869
080530,39.019567,-9.419002,R do Moinho (X) Rua do Rochio,21870
080529,39.019429,-9.418851,R Principal (X) R do Rochio,21871
080528,39.023153,-9.418212,R da FONTE (X) R do Moinho,21872
080527,39.023170,-9.418198,R da FONTE (X) R do Moinho,21873
080525,39.029694,-9.367799,R LABRUSCAS 29,21874
080523,38.991626,-9.347581,Em 620-1 (X) Monte Bom,21876
080520,39.004706,-9.373959,R do NORTE (X) Estr Vale Longo,21877
080519,39.004827,-9.373719,Estr do Vale Longo (X) R do NORTE,21878
080518,39.000079,-9.374863,Estr do Vale Longo (X) Monte Godel,21879
080517,39.000140,-9.374744,Estr do Vale Longo (X) Monte Godel,21880
080516,38.997796,-9.373681,Estr do Vale Longo 2,21881
080515,38.998119,-9.373858,Estr do Vale Longo 2,21882
080514,38.995502,-9.378348,Estr Vale Longo (X) Bracial/Monte Godel,21883
080513,38.995502,-9.378455,Estr Vale Longo (X) Bracial/Monte Godel,21884
080512,38.993995,-9.373413,Em 620-1 (X) R da Ponte,21885
080511,38.993933,-9.373409,Em 620-1 (X) R da Ponte,21886
080510,38.992062,-9.369989,Em 620-1 (X) R Sra da Conceição,21887
080509,38.992136,-9.370002,Em 620-1 (X) R Sra da Conceição,21888
080508,38.989444,-9.365101,Em 620-1 (X) R do Malmequer,21889
080507,38.989386,-9.365051,Em 620-1 (X) R do Malmequer,21890
080506,38.989835,-9.361171,Em 620-1 (X) R do SUl,21891
080505,38.989801,-9.360959,Em 620-1 (X) R do SUl,21892
080504,38.990114,-9.354237,Em 620-1 (X) Pecuária,21893
080503,38.990125,-9.354060,Em 620-1 (X) Pecuária,21894
080501,38.991662,-9.348015,Em 620-1 (X) Monte Bom,21895
080500,38.997084,-9.347629,En 9 45 (Pincadeira Cima),21896
080499,38.997112,-9.347475,En 9 45,21897
080498,39.002314,-9.349449,En 9 (X) R das Pedras Alvas,21898
080497,39.002395,-9.349347,En 9 (X) R das Pedras Alvas,21899
080496,39.005141,-9.351189,En 9 (X) R do Moinho (Lavadouro),21900
080495,39.005332,-9.351073,En 9 (X) R do Moinho (Lavadouro),21901
080494,39.010888,-9.356623,En 9 (X) R do Jardim,21902
080493,39.011296,-9.356690,En 9 (X) R do Jardim,21903
080492,39.013437,-9.356214,En 9 47,21904
080491,39.013434,-9.356104,En 9 47,21905
080490,39.017519,-9.356747,En 9 (X) Freiria,21906
080489,39.017640,-9.356799,En 9 (X) Freiria,21907
080487,39.029989,-9.368493,Bairro da CRUZ (X) Quintas,21908
080486,39.034300,-9.367974,R Dr César Andrade 12,21909
080485,39.034973,-9.367908,R Dr César Andrade (X) R dos Moinhos,21910
080484,39.039128,-9.367897,R Alto da Mina 5,21911
080483,39.039187,-9.367835,R Alto da Mina 5,21912
080482,39.040503,-9.370679,R Alto da Mina (X) R da Escola,21913
080481,39.040580,-9.370725,R Alto da Mina (X) R da Escola,21914
080480,39.040816,-9.373931,R Alto da Mina (X) R do Pinhal,21915
080479,39.040862,-9.374192,R Alto da Mina (X) R do Pinhal,21916
080478,39.045292,-9.384529,Em 552 46,21917
080477,39.045436,-9.384669,Em 552 46,21918
080476,39.045570,-9.390950,R Casal Paixão (X) R Alto Portela,21919
080475,39.045644,-9.390862,R Casal Paixão (X) R Alto Portela,21920
080474,39.045690,-9.397217,R Alto Portela (X) R Casal Parol,21921
080473,39.045791,-9.397272,R Alto Portela (X) R Casal Parol,21922
080472,39.046832,-9.399507,En 247 44 (Barril),21923
080471,39.046230,-9.399449,En 247 38 (Barril),21924
080470,39.049540,-9.398984,En 247 R S Sebastião,21925
080469,39.049698,-9.398830,En 247 R S Sebastião,21926
080468,39.052298,-9.398530,En 247 (X) R dos Varelas,21927
080467,39.052282,-9.398341,En 247 (X) R dos Varelas,21928
080466,39.057027,-9.399697,R Principal 2 (Casais Areia),21929
080465,39.057081,-9.399605,R Principal 2 (Casais Areia),21930
080464,39.059598,-9.402986,R Principal (X) R da Paz,21931
080463,39.059658,-9.402930,R Principal (X) R da Paz,21932
080462,38.932483,-9.328308,Av forças Armadas 8,21933
080461,38.935292,-9.327371,Av forças Armadas 8,21934
080460,38.932268,-9.310961,Carapinheira (X) R da Cabine,21935
080459,38.932402,-9.310812,Carapinheira (X) R da Cabine,21936
080458,38.929332,-9.311265,Carapinheira (X) Covões,21937
080457,38.929975,-9.310939,Carapinheira (X) Covões,21938
080456,38.926172,-9.315473,Boavista (X) En 9,21939
080455,38.926266,-9.315433,Boavista (X) En 9,21940
080454,38.923206,-9.321143,R Moinhos 19 (Igreja Nova),21941
080453,38.923048,-9.321095,R Moinhos 19 (Igreja Nova),21942
080452,38.921152,-9.321948,R Moinhos 64 (Igreja Nova),21943
080451,38.921103,-9.322060,R Moinhos 64 (Igreja Nova),21944
080450,38.917499,-9.322096,R 25 De Abril 36 (Igreja Nova),21945
080449,38.917550,-9.322225,R 25 De Abril 36 (Igreja Nova),21946
080448,38.914512,-9.326261,R 25 De Abril 13 (Igreja Nova),21947
080447,38.914452,-9.326051,R 25 De Abril 13 (Igreja Nova),21948
080445,38.899844,-9.321994,R Principal (X) R dos Grilos,21949
080444,38.912898,-9.329854,Igreja Nova (X) Cavalhal de Cheleiros,21950
080443,38.912926,-9.329582,Igreja Nova (X) Cavalhal de Cheleiros,21951
080442,38.912385,-9.332587,R Moagem 2 (Igreja Nova),21952
080441,38.912304,-9.332736,R Moagem 2 (Igreja Nova),21953
080440,38.915382,-9.345956,Estr Principal 2 (Arroeiras),21954
080439,38.915474,-9.346115,Estr Principal 2 (Arroeiras),21955
080438,38.919370,-9.364631,R Liberdade 45 (Valverde),21956
080436,38.919588,-9.360875,R Liberdade 16 (Valverde),21957
080435,38.919568,-9.360832,R Liberdade 16 (Valverde),21958
080434,38.920955,-9.359243,Valverde (X) Riba Fria,21959
080433,38.920874,-9.359237,Valverde (X) Riba Fria,21960
080432,38.918254,-9.354568,Boco (X) R da Escola Primária 30,21961
080431,38.918188,-9.354561,Boco (X) R da Escola Primária 30,21962
080430,38.916097,-9.350989,Estr Pincipal 20 (Boco),21963
080429,38.916148,-9.350919,Estr Pincipal 20 (Boco),21964
080426,38.912093,-9.339974,R Principal 11 (Arroeiras),21965
080425,38.912117,-9.339808,R Principal 11 (Arroeiras),21966
080424,38.908861,-9.340369,R Fontanário (Alqueidão),21967
080423,38.908960,-9.340524,R Fontanário (Alqueidão),21968
080422,38.909126,-9.345209,R Estr Principal 29 (Meã),21969
080421,38.909049,-9.345044,R Estr Principal 29 (Meã),21970
080420,38.908719,-9.350293,Av Terra Nova 57 (Carvalhal Cheleiros),21971
080419,38.908772,-9.350371,Av Terra Nova 57 (Carvalhal Cheleiros),21972
080418,38.904581,-9.353822,R Outeiro 2 (Carvalhal Cheleiros),21973
080417,38.904343,-9.353888,R Outeiro 2 (Carvalhal Cheleiros),21974
080414,38.954054,-9.193319,Av Liberdade (CASO),21975
080413,38.954147,-9.193183,Av Liberdade (CASO),21976
080412,38.948825,-9.196606,Av 25 Abril 52 (Milharado),21977
080411,38.948620,-9.196539,Av 25 Abril 52 (Milharado),21978
080409,38.946217,-9.197689,Milharado (X) Calvos,21979
080408,38.933842,-9.254740,Al Prof Dr Leite Pinto 8 (C Saúde),21980
080407,38.933718,-9.254710,Al Prof Dr Leite Pinto 8 (C Saúde),21981
080404,38.927939,-9.234577,Lgo Sto António 8 (Venda do Pinheiro),21984
080403,38.928030,-9.234490,Lgo Sto António 8 (Venda do Pinheiro),21985
080402,38.931463,-9.234582,R Lapa 27 (Venda do Pinheiro),21986
080401,38.931689,-9.234528,R Lapa 27 (Venda do Pinheiro),21987
080400,38.938603,-9.231804,R N Sra Conceição (Rotunda),21988
080399,38.938582,-9.231705,R N Sra Conceição (Rotunda),21989
080398,38.941289,-9.230079,Asseiceira Grande (X) Jerumelo,21990
080397,38.941184,-9.230016,Asseiceira Grande (X) Jerumelo,21991
080396,38.941443,-9.228140,Asseiceira Grande (Jardim),21992
080395,38.941366,-9.227985,Asseiceira Grande (Jardim),21993
080394,38.944210,-9.219960,Av Principal 21 (Chafariz)(Roussada),21994
080393,38.944159,-9.219914,Av Principal 21 (Chafariz)(Roussada),21995
080392,38.946188,-9.217196,Av Principal 55 (Roussada),21996
080391,38.946103,-9.217178,Av Principal 55 (Roussada),21997
080390,38.947935,-9.214962,Roussada (X) R Chandeirão,21998
080389,38.947830,-9.215042,Roussada (X) R Chandeirão,21999
080388,38.948884,-9.211983,Tituaria (X) R Cancelo,22000
080387,38.948958,-9.212099,Tituaria (X) R Cancelo,22001
080386,38.948038,-9.207466,Tituaria (Igreja),22002
080385,38.948132,-9.207345,Tituaria (Igreja),22003
080384,38.949344,-9.205227,Tituaria (X) R N Sra Paz,22004
080383,38.949417,-9.204999,Tituaria (X) R N Sra Paz,22005
080382,38.949588,-9.202749,R República (Cemitério),22006
080381,38.949616,-9.202542,R República (Cemitério),22007
080380,38.947613,-9.200995,R República 8 (Junta Freguesia),22008
080379,38.947683,-9.200968,R República 8 (Junta Freguesia),22009
080378,38.948066,-9.199031,Largo São Miguel 13 (Escola),22010
080377,38.948123,-9.199212,Largo São Miguel 13 (Escola),22011
080376,38.948532,-9.197210,Milharado (Farmacia),22012
080375,38.948437,-9.197246,Milharado (Farmacia),22013
080373,38.945914,-9.197696,R Oficinas de São José 1,22014
080372,38.941814,-9.199853,Av 10 Julho 19 (Casal Pedregulho),22015
080371,38.941466,-9.199979,Av 10 Julho 19 (Casal Pedregulho),22016
080370,38.934217,-9.202238,Av Portugal 49 (Póvoa Galega),22017
080369,38.934412,-9.202016,Av Portugal 49 (Póvoa Galega),22018
080368,38.934985,-9.191322,R Liberdade 51 (Calvos),22019
080367,38.935058,-9.191343,R Liberdade 51 (Calvos),22020
080366,38.937768,-9.190560,R Liberdade 44 (Calvos),22021
080365,38.937758,-9.190735,R Liberdade 44 (Calvos),22022
080364,38.939596,-9.186904,R 25 De Abril 1 (Calvos),22023
080363,38.939479,-9.186830,R 25 De Abril 1 (Calvos),22024
080362,38.943063,-9.177727,R Das Ribeiradas 22,22025
080361,38.943142,-9.177855,R Das Ribeiradas 22,22026
080359,38.942624,-9.175580,R Das Ribeiradas 14,22028
080358,38.946117,-9.174425,R Rio das Silveiras (Casal Roteira),22029
080357,38.946083,-9.174371,R Rio das Silveiras (Casal Roteira),22030
080356,38.950337,-9.171280,R Principal 45 (Cachoeira),22031
080355,38.950295,-9.171370,R Principal 45 (Cachoeira),22032
080354,38.951611,-9.171323,R do Beco (Cachoeira),22033
080353,38.951681,-9.171265,R do Beco (Cachoeira),22034
080352,38.925582,-9.233335,Venda do Pinheiro (X) Av 9 Julho,22035
080269,38.925585,-9.233112,Av 9 Julho (Escola),22036
080348,38.932936,-9.326643,Pq Intermodal Alto da Vela,22037
080347,38.932867,-9.326643,Pq Intermodal Alto da Vela,22038
080346,38.935748,-9.311895,R Dom João V 51 (Rotunda),22039
080345,38.935428,-9.311792,R Dom João V 51 (Rotunda),22040
080344,38.935553,-9.304873,En 116 (X) Portagem A21,22041
080343,38.935471,-9.304941,En 116 (X) Portagem A21,22042
080342,38.926290,-9.297068,Alcainça (X) R Lagoa,22043
080341,38.926246,-9.296930,Alcainça (X) R Lagoa,22044
080340,38.922608,-9.296370,R Mov Forças Armadas 83 (Alcainça),22045
080339,38.922867,-9.296284,R Mov Forças Armadas 83 (Alcainça),22046
080338,38.921212,-9.293947,R Mov Forças Armadas 61 (Alcainça),22047
080337,38.921384,-9.293874,R Mov Forças Armadas 61 (Alcainça),22048
080336,38.919230,-9.291248,En 116 (X) R S Miguel,22049
080335,38.919321,-9.291199,En 116 (X) R S Miguel,22050
080334,38.918310,-9.286007,En 116 (X) Apeadeiro,22051
080333,38.918468,-9.286010,En 116 (X) Apeadeiro,22052
080332,38.920596,-9.277821,En 116 (X) Pousal,22053
080331,38.920515,-9.277649,En 116 (X) Pousal,22054
080330,38.924327,-9.273888,En 116 (X) Quinta Alto Serrado,22055
080329,38.923570,-9.273823,En 116 (X) Quinta Alto Serrado,22056
080328,38.927602,-9.271667,R Casal Novo 2 (X) Abrunheira,22057
080327,38.927947,-9.270904,R Casal Novo 2 (X) Abrunheira,22058
080326,38.928406,-9.268540,Malveira (Cemitério),22059
080325,38.928187,-9.269290,Malveira (Cemitério),22060
080324,38.928753,-9.265796,R 25 Abril (X) R Bairro Novo,22061
080323,38.928920,-9.266155,R 25 Abril (X) R Bairro Novo,22062
080322,38.929238,-9.264209,Rua 25 Abril 74,22063
080321,38.929152,-9.264124,Rua 25 Abril 74,22064
080320,38.930349,-9.260520,Rua 25 Abril 85,22065
080319,38.930581,-9.260191,Rua 25 Abril 85,22066
080314,38.926080,-9.260800,Estr Velha Avessada 3,22070
080313,38.925825,-9.260531,Estr Velha Avessada 3,22071
080312,38.922371,-9.259284,Estr Avessada,22072
080311,38.922696,-9.259214,Estr Avessada,22073
080310,38.919407,-9.258093,Estr Avessada 4 (Vale Andorinhas),22074
080309,38.919420,-9.257944,Estr Avessada 4 (Vale Andorinhas),22075
080308,38.913455,-9.259182,Estr Avessada (X) Caminho Varandas,22076
080307,38.913178,-9.259530,Estr Avessada (X) Caminho Varandas,22077
080306,38.897911,-9.259313,Estr Nova (X) Sto Estevão das Galés,22078
080305,38.898858,-9.259085,Estr Nova (X) Sto Estevão das Galés,22079
080304,38.883107,-9.263063,Estr Nova 13 (Rio Mau),22080
080303,38.883116,-9.262924,Estr Nova 13 (Rio Mau),22081
080302,38.875785,-9.260851,Sta Eulália (Igreja),22082
080301,38.875709,-9.260884,Sta Eulália (Igreja),22083
080300,38.876169,-9.254245,Monfirre (X) R da Lagica,22084
080299,38.876292,-9.254329,Monfirre (X) R da Lagica,22085
080298,38.876527,-9.249965,Monfirre (X) Tv do Caldas,22086
080297,38.876661,-9.250010,Monfirre (X) Tv do Caldas,22087
080296,38.877213,-9.244317,Azenha (Lavadouro),22088
080295,38.877304,-9.244597,Azenha (Lavadouro),22089
080294,38.876668,-9.237587,Vale Inferno (X) R da Escola,22090
080293,38.876773,-9.237545,Vale Inferno (X) R da Escola,22091
080292,38.873232,-9.233963,R das Lavadeiras 23 (Bocal),22092
080291,38.873288,-9.233884,R das Lavadeiras 23 (Bocal),22093
080290,38.871993,-9.233932,R das Lavadeiras 4 (Bocal),22094
080289,38.871990,-9.233825,R das Lavadeiras 4 (Bocal),22095
080288,38.868814,-9.228096,Em 1205 (X) Lousa,22096
080287,38.869655,-9.228698,Em 1205 (X) Lousa,22097
080283,38.930482,-9.255061,R 25 Abril 18 (Malveira),22100
080282,38.929870,-9.256454,R 25 Abril 36 (Malveira),22101
080281,38.929800,-9.256140,R 25 Abril 36 (Malveira),22102
080280,38.930280,-9.251786,En 116 36 (Supermercado),22103
080279,38.930144,-9.251402,En 116 36 (Supermercado),22104
080277,38.929449,-9.246782,Malveira (X) R Lamarão,22106
080276,38.928876,-9.242085,En 8 6 (Venda Valador),22107
080274,38.928912,-9.243184,En 116 3 (Rotunda) (Venda Valador),22109
080272,38.927459,-9.237265,Venda Do Pinheiro (Eco Parque),22111
082004,38.927536,-9.236759,Venda Do Pinheiro (Eco Parque) P4,22112
080268,38.922201,-9.231847,R Manuel Valentim Duarte 2 B,22115
080267,38.922181,-9.231656,R Manuel Valentim Duarte 2 B,22116
080266,38.918320,-9.234033,R Joaquim Duarte 14,22117
080265,38.918268,-9.233958,R Joaquim Duarte 14,22118
080264,38.917105,-9.235600,R Manuel Valentim Duarte 35,22119
080263,38.916984,-9.235540,R Manuel Valentim Duarte 35,22120
080262,38.912098,-9.235252,Em 539 4 (Asseiceira Pequena),22121
080261,38.912177,-9.235081,Em 539 4 (Asseiceira Pequena),22122
080260,38.904880,-9.240734,Rogel (X) Casal Pedroso,22123
080259,38.904934,-9.240621,Rogel (X) Casal Pedroso,22124
080257,38.891000,-9.236360,Montemuro (X) R da Vinha Velha,22125
080256,38.892561,-9.235271,Montemuro (X) R dos Combatentes,22126
080255,38.892529,-9.235266,Montemuro (X) R dos Combatentes,22127
080254,38.893585,-9.233478,Montemuro (X) R do Brejo,22128
080253,38.893595,-9.233493,Montemuro (X) R do Brejo,22129
080252,38.896000,-9.231930,Montemuro (X) Lousa,22130
080251,38.895991,-9.231862,Montemuro (X) Lousa,22131
080250,38.899500,-9.234620,R das Ameiras,22132
080249,38.899500,-9.234580,R das Ameiras,22133
080248,38.902946,-9.241957,R Principal 3 (Rogel),22134
080247,38.902925,-9.242066,R Principal 3 (Rogel),22135
080246,38.908400,-9.247970,Caminho Casal Sequeiro,22136
080245,38.908500,-9.247950,Caminho Casal Sequeiro,22137
080244,38.905500,-9.252640,R da Escola 6 (Casal Sequeiro),22138
080243,38.905500,-9.252600,R da Escola 6 (Casal Sequeiro),22139
080242,38.896208,-9.253072,Lgo Sto Estevão 2 (Igreja),22140
080241,38.896158,-9.252956,Lgo Sto Estevão 2 (Igreja),22141
080240,38.898243,-9.257964,R Da Cruz 17 (Sto Estevão Galés),22142
080239,38.898373,-9.258194,R Da Cruz 17 (Sto Estevão Galés),22143
080238,38.908092,-9.259602,Vale do Uge (X) R 25 Abril,22144
080237,38.907957,-9.259330,Vale do Uge (X) R 25 Abril,22145
080236,38.910547,-9.261573,R 25 Abril 28,22146
080235,38.910530,-9.261360,R 25 Abril 28,22147
080234,38.980129,-9.367381,R Principal (X) R da Pedreira,22148
080233,38.980235,-9.367296,R Principal (X) R da Pedreira,22149
080232,38.979874,-9.361253,Casais Monte Bom (Escola),22150
080231,38.979815,-9.361144,Casais Monte Bom (Escola),22151
080230,38.979803,-9.358250,Em 620 (X) R do Norte,22152
080229,38.979897,-9.358280,Em 620 25 (Campos),22153
080228,38.977798,-9.358068,R do Norte (X) R do Sol Nascente,22154
080227,38.977964,-9.357857,R do Norte (X) R do Sol Nascente,22155
080226,38.978028,-9.350618,R Principal (X) R do Poço,22156
080225,38.978110,-9.350619,R Principal (X) R do Poço,22157
080224,38.976999,-9.347187,Em 620 16 (Povoa Cima),22158
080223,38.977090,-9.347222,Em 620 16 (Povoa Cima),22159
080222,38.979526,-9.341822,R Principal (X) Casal da Torre,22160
080221,38.979376,-9.341715,R Principal (X) Casal da Torre,22161
080218,38.932415,-9.328021,Terreiro d João V (Basilica),22163
080217,38.938883,-9.327333,Terreiro d João V (Basilica),22164
080215,39.003170,-9.286608,R Principal 9 (C Saúde) Livramento,22165
080214,38.995000,-9.304650,Em 551 (X) Monte Gordo,22166
080213,38.995000,-9.304620,Em 551 (X) Monte Gordo,22167
080211,38.942394,-9.330723,Av 25 Abril(X) R Caminho Pinheiro,22168
080210,38.942800,-9.340890,Av Francisco Sá Carneiro (Pq Desportivo),22169
080209,38.942581,-9.341049,Av Francisco Sá Carneiro (Pq Desportivo),22170
080206,38.936860,-9.335319,Complexo Cultural Quinta Raposa,22173
080205,38.936784,-9.334967,Complexo Cultural Quinta Raposa,22174
080204,38.938300,-9.333097,Mafra (X) C Saúde,22175
080202,38.940391,-9.331269,Av 1 de Maio (X) R Olivença,22176
080199,38.936199,-9.327858,Terreiro D João V (PALACIO),22177
080198,38.940455,-9.329533,Av 25 Abril (X) Av Eng Duarte Pacheco,22178
080197,38.940047,-9.328980,Av 25 Abril (X) Av Eng Duarte Pacheco,22179
080196,38.945856,-9.328447,R Luís de CAMÕES 38,22180
080195,38.945769,-9.328396,R Luís de CAMÕES 38,22181
080194,38.948916,-9.328424,R da Quinta (X) R Coronel Calado,22182
080193,38.948794,-9.328418,R da Quinta (X) R Coronel Calado,22183
080192,38.950317,-9.330131,Estr Ponte do Cuco (Rotunda),22184
080191,38.950393,-9.330218,Estr Ponte do Cuco (Rotunda),22185
080190,38.951601,-9.325856,Estr Ponte do Cuco 37.3,22186
